frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,380022.758921,6734.000000,6295.717433
4,519656.911513,8485.000000,30731.389474
8,173056.817595,3474.000000,4072.386647
16,448344.395369,10993.000000,13844.718235
32,679699.145648,10319.000000,35003.460715
64,675766.046514,13754.000000,43475.126900
128,790297.885469,13418.000000,3145.857912
256,1072095.750453,17539.000000,99352.611657
512,1130254.714890,20026.000000,17240.040458
1024,705152.269259,12127.000000,59794.381609
2048,1175209.525345,18873.000000,33377.071411
4096,1918637.730936,32975.000000,715379.123046
8192,1013942.123403,18098.000000,400965.919335
16384,1194090.381763,26386.000000,158139.479533
32768,1232410.758853,19307.000000,273839.079990
65536,1832520.838619,27643.000000,0.000000
