frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,486566.973261,7511.000000,7165.755020
4,703255.740499,12037.000000,13424.281545
8,480787.598989,9446.000000,8097.467999
16,699188.821602,11496.000000,14676.947980
32,668018.383509,12991.000000,32681.450580
64,963094.057838,16758.000000,28890.356194
128,1283360.633069,19429.000000,47307.709150
256,1374401.519179,25970.000000,157031.706480
512,1104171.758759,18634.000000,127126.441482
1024,1307249.412798,22820.000000,313947.357842
2048,846945.906742,16562.000000,81735.678238
4096,893011.691521,15732.000000,64326.820775
8192,1158537.860375,19026.000000,152541.262097
16384,3313007.144732,55925.000000,723337.800466
32768,1490475.548819,29045.000000,792172.804892
65536,4356488.882771,67959.000000,2779011.997839
