frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,341953.924502,7878.000000,5329.566117
4,704769.640781,10951.000000,65.306967
8,236720.808418,3610.000000,5654.616256
16,360853.353611,6220.000000,5949.715455
32,344106.687068,6256.000000,10276.545820
64,960592.897603,15583.000000,31900.158275
128,742011.641842,14164.000000,53046.767159
256,1096001.583462,21035.000000,117288.679147
512,1150419.987472,20648.000000,143325.154415
1024,638418.851557,13262.000000,94842.561480
2048,1308138.114802,21555.000000,15339.661470
4096,817802.658245,15069.000000,217045.826891
8192,887861.258649,24457.000000,536828.932671
16384,2005119.100130,35260.000000,1267519.264532
32768,953598.460745,18017.000000,264601.804610
65536,3131685.128258,38798.000000,1205341.711511
