frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,523841.949434,9432.000000,11106.704957
4,371232.871084,8434.000000,10563.865296
8,662630.709410,10564.000000,16074.815427
16,300312.191489,7781.000000,1552.554991
32,654330.656230,12281.000000,12098.444693
64,937237.392830,16772.000000,36450.869249
128,1351581.025433,22208.000000,102352.134233
256,1132711.674649,23376.000000,55718.452294
512,1258793.718309,21161.000000,121544.338860
1024,1497299.418974,23759.000000,262782.110729
2048,1218670.428010,23024.000000,243905.425823
4096,901894.695361,17770.000000,334012.925711
8192,1161180.797079,23796.000000,623842.701596
16384,1965706.479930,27739.000000,678158.835124
32768,1656293.565148,29853.000000,209260.054867
65536,535554.706944,14862.000000,0.000000
