frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,257495.482619,6062.000000,4466.650983
4,536979.731212,9069.000000,15216.265902
8,394405.782876,6865.000000,9088.117627
16,436329.547860,6923.000000,16266.075525
32,801641.408015,14012.000000,24678.089371
64,1286339.160668,20266.000000,63881.120763
128,536490.935147,10451.000000,24510.363196
256,1145392.172259,17044.000000,19072.450236
512,542566.995701,8158.000000,28821.310709
1024,1332491.916901,24690.000000,114030.029334
2048,807265.508454,16857.000000,28019.914614
4096,1890767.951214,33161.000000,733073.451110
8192,447086.398518,8629.000000,164806.999581
16384,1853020.231678,34717.000000,895965.426961
32768,2988047.866409,49697.000000,1609023.519415
65536,2423855.502296,41135.000000,492219.864375
