frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,508686.953363,8516.000000,9446.980893
4,452010.590395,9385.000000,8727.243494
8,563342.584277,9724.000000,17160.160722
16,608051.421881,11388.000000,2253.503495
32,742911.571226,13108.000000,34364.976342
64,709402.122013,13253.000000,45090.368983
128,930528.779713,15399.000000,40420.466957
256,874090.598081,14990.000000,23424.319521
512,1222596.323143,19798.000000,175531.625096
1024,1396910.847130,25162.000000,193414.626572
2048,914623.391241,15026.000000,109360.524450
4096,1106742.075842,16094.000000,72530.769712
8192,2745206.888746,43216.000000,405949.830677
16384,793750.349367,13668.000000,293891.836467
32768,2728456.906611,40527.000000,477903.643491
65536,1646165.366988,26377.000000,496391.646158
