frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,537776.365337,8753.000000,8574.367907
4,394306.921050,6263.000000,8558.532351
8,414180.719137,8823.000000,10469.052202
16,412808.820155,7938.000000,11483.427973
32,897580.969510,14799.000000,45865.391593
64,911757.644625,15019.000000,68154.986157
128,714900.563696,13180.000000,41007.278122
256,922753.491328,16543.000000,85298.906992
512,841468.054341,15293.000000,36333.116877
1024,764494.488120,16343.000000,49217.117408
2048,1211035.060485,18287.000000,226428.202375
4096,932580.950630,19161.000000,186701.049866
8192,936145.256795,14199.000000,126833.109274
16384,1685030.394085,34469.000000,479742.939590
32768,2071533.552427,35690.000000,1120953.760018
65536,835767.760460,22528.000000,600664.874361
