frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,536450.030598,7589.000000,5193.511336
4,882023.627331,14779.000000,25407.111209
8,501940.880331,8473.000000,7824.405025
16,737951.940173,13478.000000,34640.472557
32,1215942.659532,19790.000000,43320.033160
64,685442.046253,13788.000000,8799.960341
128,1143395.009612,18104.000000,31642.983503
256,1289610.772572,23470.000000,37397.354144
512,1473019.465246,22560.000000,156001.486666
1024,785443.256562,15060.000000,35734.543988
2048,839396.936946,14186.000000,115023.992445
4096,1296694.465760,23804.000000,364681.295381
8192,1341943.170410,22793.000000,259677.039372
16384,1473960.978930,20297.000000,358341.355276
32768,852035.494152,15891.000000,195961.491383
65536,822165.413264,16229.000000,409527.597441
