frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,587130.404088,9959.000000,11577.223760
4,487485.221923,9310.000000,1196.187694
8,564321.707389,8157.000000,17756.540654
16,545277.610073,10315.000000,11751.447187
32,711628.779607,10928.000000,22198.306827
64,896981.444149,17009.000000,67743.023589
128,1306670.116595,21698.000000,97490.669964
256,1054632.181843,20666.000000,27729.317932
512,1351986.180898,20794.000000,153591.494517
1024,1527958.212162,26052.000000,191136.958823
2048,1089814.183016,18338.000000,53168.800156
4096,2120844.943705,30565.000000,258166.973232
8192,379958.620161,10950.000000,200291.438015
16384,2568467.057567,43643.000000,889653.617371
32768,2199098.915292,39569.000000,1269207.532066
65536,2366657.841299,38449.000000,1113290.568857
