frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,149995.124767,3646.000000,1186.252503
4,420856.833241,6505.000000,3275.313267
8,567002.813680,10470.000000,11514.585099
16,498375.347971,9711.000000,6892.947338
32,754084.981970,13097.000000,33819.389498
64,975661.801043,15240.000000,28689.295199
128,683540.493795,15635.000000,13459.577482
256,802860.816204,15384.000000,42577.981622
512,1401401.084102,23336.000000,235543.801014
1024,1231758.803481,17527.000000,15481.911058
2048,1142241.614326,19454.000000,88123.480429
4096,969550.788982,14461.000000,209411.132469
8192,1517620.593902,26956.000000,586364.211535
16384,967585.118198,19547.000000,277478.324105
32768,1253792.930032,29235.000000,895449.532668
65536,1138256.343609,25114.000000,814658.205429
