frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,184055.634695,3436.000000,7668.346432
4,192055.013116,3757.000000,4942.638061
8,450670.163837,8191.000000,13193.798278
16,611433.110285,10557.000000,24808.270597
32,707632.620261,11200.000000,22556.424606
64,763330.149771,11869.000000,34713.741530
128,931891.633879,16338.000000,41421.848100
256,1228673.731340,21154.000000,147375.868927
512,1481970.027117,25133.000000,18198.610194
1024,1252429.554253,21095.000000,259312.025226
2048,1249464.148800,21161.000000,304002.897105
4096,1030025.748433,16273.000000,113015.743107
8192,1184041.215505,19921.000000,150404.692610
16384,2208360.006631,35977.000000,1057728.052180
32768,2942698.687251,49440.000000,1322728.341817
65536,688368.986626,25169.000000,684578.231638
