frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,577664.583142,9529.000000,2485.000000
4,434782.836503,6899.000000,16018.656467
8,491973.320875,8046.000000,10401.519456
16,578232.038200,10029.000000,2704.988170
32,579398.324428,11414.000000,300.386418
64,772787.188762,11909.000000,26671.036069
128,1268074.653244,20696.000000,107305.685679
256,1371008.476867,22806.000000,125676.013622
512,882768.226938,15079.000000,119263.106575
1024,1256208.019310,18276.000000,76018.846512
2048,1194164.737208,19953.000000,237848.814084
4096,1591018.862012,28950.000000,626011.254856
8192,1017393.332094,14857.000000,281277.157908
16384,708272.126600,17147.000000,422384.075166
32768,1356708.752655,21744.000000,587330.060610
65536,806749.859856,18520.000000,545114.931578
