frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,923956.045849,13212.000000,11832.786485
4,690369.606034,12499.000000,4305.283498
8,624043.634474,10698.000000,4902.102100
16,635186.124897,11918.000000,20538.431659
32,872583.981811,13435.000000,30219.060277
64,934409.547647,17446.000000,46537.553545
128,861152.010477,13843.000000,42157.130227
256,1303695.190255,23303.000000,80373.286812
512,1117334.562133,19465.000000,57372.583975
1024,1429771.318308,23992.000000,231648.072807
2048,483029.573081,7786.000000,93560.642911
4096,769942.882368,11636.000000,81237.450151
8192,1706597.741195,29687.000000,604574.843006
16384,1452550.765984,33867.000000,1254726.705942
32768,472475.658433,16011.000000,217197.968174
65536,1402290.672551,29565.000000,1027304.000048
