frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,354476.711741,7623.000000,4813.572270
4,521295.680342,10214.000000,11795.152521
8,780769.870356,12075.000000,33533.010795
16,764189.779793,13905.000000,27332.926517
32,698741.371975,11965.000000,15700.455821
64,861716.553855,13279.000000,58620.892257
128,755389.330837,14411.000000,64481.613395
256,1778888.892542,29404.000000,91121.602367
512,904519.316076,14419.000000,71651.805155
1024,862538.901691,17123.000000,202121.193584
2048,950601.012925,20205.000000,315920.786896
4096,989792.445764,16281.000000,125011.324707
8192,1861973.776240,28365.000000,330317.129789
16384,2107511.378903,30433.000000,750192.883435
32768,1492911.857736,32537.000000,230277.508817
65536,2083897.151457,25285.000000,656949.200259
