frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,810977.582632,13625.000000,10858.820838
4,670121.720852,10817.000000,9006.853724
8,775508.769829,15525.000000,5596.836785
16,565616.590753,9061.000000,15790.309212
32,373592.888566,6229.000000,1163.094149
64,905333.384905,16338.000000,54503.398857
128,1001064.948843,17673.000000,20125.884800
256,907441.859142,18160.000000,37692.107171
512,1549153.074209,24767.000000,202953.543307
1024,1106090.089559,22593.000000,29629.441760
2048,1432946.042534,26513.000000,97313.041716
4096,1602021.006952,27206.000000,114196.905584
8192,1677970.854730,23298.000000,275132.302269
16384,1958290.239608,29806.000000,518973.237916
32768,1669590.824702,25400.000000,527925.912366
65536,3800077.243503,49450.000000,1248422.728174
