frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,591068.195756,10451.000000,1482.075909
4,472658.083767,9110.000000,11267.708685
8,584216.007480,9506.000000,3497.109807
16,602583.472550,12134.000000,591.498098
32,570800.672380,10973.000000,10818.821008
64,702037.850663,12213.000000,40944.432344
128,1236223.863767,21223.000000,49307.618600
256,915777.731856,17646.000000,5210.759350
512,790810.294606,15950.000000,72823.818027
1024,938091.730340,14888.000000,77621.045361
2048,1141105.564174,20816.000000,197319.599305
4096,990243.584564,21758.000000,374609.452700
8192,1392027.719561,21813.000000,327050.807768
16384,1196584.818909,21030.000000,636210.509038
32768,774999.932401,17151.000000,193837.984691
65536,1115307.310701,24471.000000,602894.356244
