frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,508109.689671,9294.000000,15941.741467
4,814316.577297,13933.000000,14298.160616
8,445388.835705,6863.000000,12680.569979
16,712151.561747,12051.000000,43027.036709
32,802652.147124,13302.000000,10002.336327
64,848266.508038,13539.000000,29212.056312
128,1048590.939702,19153.000000,93861.526895
256,1195446.967230,21135.000000,127224.287155
512,1113729.462781,20518.000000,148388.954859
1024,1601070.208763,24725.000000,60933.599541
2048,1164150.077094,20839.000000,226334.427057
4096,692620.863411,13631.000000,107092.592960
8192,1007109.506988,14836.000000,313679.665485
16384,1299823.789117,26535.000000,289344.003116
32768,2992073.778291,47803.000000,1296667.522221
65536,856957.498455,17478.000000,569708.110220
