frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,304385.729276,4491.000000,6938.759759
4,407700.716892,7075.000000,1822.800592
8,462784.588375,6945.000000,2693.421616
16,875932.880958,14543.000000,23800.320061
32,933725.745911,14725.000000,4456.819045
64,936152.296735,17347.000000,63462.674298
128,786515.329442,15778.000000,23530.422096
256,1050245.581096,19885.000000,105255.441893
512,1245934.590681,19541.000000,21339.485373
1024,969999.075487,15295.000000,196144.494712
2048,1770284.913231,27860.000000,404916.281255
4096,1916764.485388,28599.000000,391546.445982
8192,1811815.527846,29964.000000,187359.032729
16384,730014.565406,14896.000000,236936.253210
32768,3584108.703417,50586.000000,1823891.677145
65536,3011149.284904,43557.000000,843994.558722
