frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,597179.470720,10942.000000,14830.775873
4,657367.933721,13117.000000,12025.410762
8,321409.239793,6255.000000,10901.708582
16,836720.041284,12961.000000,10777.138906
32,703999.499361,14114.000000,33644.198177
64,1158082.424703,18992.000000,82123.156497
128,514356.406671,8456.000000,8455.835736
256,997217.073097,17187.000000,63544.951853
512,1363207.430478,22841.000000,167010.669291
1024,901323.973581,16655.000000,55684.756478
2048,673105.973736,15743.000000,22413.218867
4096,274667.620857,5287.000000,35508.044441
8192,1170876.498056,16505.000000,278287.625709
16384,1965057.373512,45318.000000,1224777.853308
32768,597024.666119,14193.000000,189527.520849
65536,1034882.265054,19770.000000,580456.885267
