frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,714120.263742,12844.000000,18759.470302
4,621247.661653,11732.000000,7858.012599
8,241305.181142,4334.000000,4265.726433
16,474491.747985,8597.000000,2804.666647
32,936420.941620,15562.000000,20867.633814
64,697780.678758,14188.000000,33246.797440
128,902839.826536,14833.000000,57986.269901
256,957063.513703,15696.000000,15512.800940
512,1205407.430801,20726.000000,145464.557714
1024,1212619.615177,21571.000000,127028.289841
2048,1634802.114616,29144.000000,84032.832304
4096,1218439.296198,20562.000000,82869.633214
8192,1921206.558892,33021.000000,200290.039740
16384,2061918.250249,37957.000000,1173488.575536
32768,179003.979408,6888.000000,11030.825400
65536,2201101.017585,37543.000000,601929.539638
