frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,205631.862339,4496.000000,1119.000000
4,114642.962213,4126.000000,121.136287
8,603257.398533,10339.000000,3798.653709
16,661452.414905,9840.000000,9160.346118
32,672498.393685,12010.000000,11505.567348
64,923512.005769,15561.000000,4711.055402
128,1236688.850243,19880.000000,76570.213713
256,1254221.104182,22049.000000,88885.643110
512,1323092.247480,21751.000000,205736.958027
1024,1164775.038051,19332.000000,5577.884725
2048,1008437.745978,16832.000000,49867.736945
4096,440639.391782,9106.000000,126335.710161
8192,561830.406140,11674.000000,152403.935067
16384,816603.773574,19738.000000,387443.390932
32768,3285889.551422,44167.000000,1121430.862929
65536,81200.910050,4351.000000,67908.573192
