frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,899009.302349,288904.000000,648.630095
4,1289745.057759,205054.000000,132.155212
8,1684212.141530,277525.000000,160.570857
16,1993845.208519,263362.000000,157.264109
32,2321876.775845,281072.000000,62465.794096
64,3246623.898637,306961.000000,268783.135183
128,2464125.226592,298061.000000,231727.376561
256,2853968.255633,290515.000000,289827.994392
512,3351278.624104,287713.000000,413021.691388
1024,2942490.518536,287058.000000,188870.650642
2048,2449496.119991,252100.000000,693450.741815
4096,1514559.550684,153077.000000,299380.305324
8192,1913182.353829,287895.000000,512541.923290
16384,2141916.525940,175797.000000,1627997.484918
32768,2174079.519531,198812.000000,1539284.949056
65536,4160723.756545,292108.000000,2845733.014741
