frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1152162.478942,219512.000000,240.224895
4,2356632.933006,298599.000000,95.629493
8,1682696.078454,264774.000000,33.000000
16,2476173.423559,297081.000000,99578.249804
32,2034352.773706,269321.000000,1261.495145
64,3066228.362098,297367.000000,211514.770643
128,2519348.255631,289810.000000,19093.537650
256,3328433.305136,295282.000000,313838.045874
512,2591658.833486,295486.000000,358945.039236
1024,3059206.674214,292220.000000,192658.876305
2048,3042068.131139,291036.000000,856764.553529
4096,3263933.273587,289805.000000,888924.491839
8192,1227503.501035,120080.000000,523649.539972
16384,2383431.053101,281942.000000,1168229.340589
32768,1362703.874709,121122.000000,395049.991358
65536,4778879.260860,303075.000000,3879442.980667
