frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,347294.583769,105115.000000,137.869504
4,1798672.781727,294085.000000,115.732450
8,2196513.346362,292871.000000,2519.223095
16,1472739.563135,251155.000000,108.931171
32,2350047.356108,300096.000000,2459.990854
64,2938179.414646,291984.000000,9866.711661
128,2941124.874904,295039.000000,96611.238135
256,2741689.204424,281480.000000,158491.660030
512,2184105.663189,237450.000000,127801.951511
1024,2439003.179822,301240.000000,129191.076944
2048,1629197.247421,212275.000000,610188.343693
4096,2730157.210784,304370.000000,959310.923013
8192,2971134.106236,294401.000000,890884.426119
16384,3004038.194120,288601.000000,1397552.059287
32768,1465304.305120,210880.000000,968308.401523
65536,3956428.671674,285625.000000,3526527.929785
