frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,894153.437981,267767.000000,543.554965
4,1557170.089329,255930.000000,146.972787
8,1987822.616829,292356.000000,141.908421
16,2375162.220387,289673.000000,2254.494844
32,2832707.691656,298989.000000,412.158950
64,2664955.310299,290163.000000,134675.771310
128,2498380.243317,298165.000000,112778.302186
256,2114441.954229,290840.000000,159801.874107
512,3042010.332607,297681.000000,261350.064982
1024,3860473.603123,303241.000000,285879.764329
2048,1653241.897612,250008.000000,588650.721909
4096,1858069.729810,184917.000000,745932.150000
8192,995657.001082,105286.000000,702286.184643
16384,1958714.230722,236582.000000,1030077.519994
32768,1858839.823797,135445.000000,1196775.428301
65536,2151570.156707,250373.000000,1607187.673831
