frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1756496.199377,282657.000000,400.143724
4,2127993.495683,271346.000000,49118.104218
8,1680854.233184,240594.000000,364.935611
16,1810686.235934,300013.000000,231.458420
32,1942167.411417,291603.000000,5373.390736
64,1971833.759713,294784.000000,22746.894206
128,3058257.584457,297601.000000,9139.546652
256,2792583.567182,289403.000000,142075.672143
512,2887096.341928,302989.000000,239462.179440
1024,3324955.594266,297028.000000,632385.194511
2048,2791749.150495,296646.000000,661085.465966
4096,3554194.868312,289082.000000,1808395.234672
8192,2269730.321658,304184.000000,245980.472837
16384,3196905.168453,195702.000000,1520533.225394
32768,2612188.879695,221673.000000,1246500.984749
65536,4439354.672472,304074.000000,4241690.856154
