frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,482940.253774,130642.000000,86.833173
4,2084823.807509,293465.000000,101.414989
8,1376332.926775,269318.000000,58.000000
16,1752134.231612,296376.000000,191.953119
32,2584015.861110,290374.000000,73330.693976
64,2301737.436549,285828.000000,1743.794713
128,1948486.640136,288805.000000,40299.085126
256,2519128.627956,292958.000000,214138.617281
512,3549197.815178,304767.000000,220889.658366
1024,2500356.935241,278491.000000,466617.526705
2048,2052308.636418,234099.000000,289642.254224
4096,2205890.918911,244913.000000,241377.919717
8192,2290374.396873,264102.000000,913159.917024
16384,3588998.671535,288757.000000,2157770.385701
32768,1047355.771290,130204.000000,902937.590181
65536,2330552.170194,245303.000000,301141.657215
