frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1039623.191278,281033.000000,689.342440
4,1597134.805969,299109.000000,238.178504
8,1075604.317562,270042.000000,2740.914081
16,2199723.062413,300324.000000,2678.558194
32,1080519.675163,272592.000000,8253.142068
64,2711730.712415,296432.000000,1750.957167
128,2454614.935756,286164.000000,26337.812514
256,3057555.228417,297504.000000,169299.299449
512,2115487.274889,296204.000000,64362.807117
1024,3281541.866189,299251.000000,453362.594351
2048,2727869.530611,289192.000000,955122.738892
4096,2953002.971353,294080.000000,453280.758428
8192,3283094.570607,243088.000000,65205.231316
16384,1598238.910810,226916.000000,380340.330835
32768,2830518.266089,300271.000000,952553.119773
65536,3229406.590212,239281.000000,1151177.733773
