frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1465509.885852,295797.000000,449.208192
4,2088871.045755,303078.000000,125.459157
8,1471979.122806,257920.000000,184.312235
16,2128283.370466,286440.000000,416.438471
32,2417454.504974,299250.000000,549.740848
64,2722790.911231,294915.000000,118162.566416
128,3003948.217105,297789.000000,183162.486814
256,2945380.301585,296496.000000,209945.295622
512,2350517.773972,298726.000000,306459.478919
1024,2243046.900672,286391.000000,415328.313677
2048,2597641.761973,296961.000000,393417.757192
4096,2246337.401590,251488.000000,359551.879133
8192,2317324.861907,252770.000000,959225.037272
16384,1076377.712459,134730.000000,726734.234835
32768,4072171.027243,301772.000000,2423743.977811
65536,4160455.559785,299131.000000,69169.817934
