frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2166142.679182,289377.000000,45432.361484
4,1099133.295299,258439.000000,146.013698
8,1746731.771170,293630.000000,23256.697809
16,1643316.911340,282974.000000,146.604911
32,1964452.860857,279402.000000,1801.499653
64,1769673.374962,236414.000000,2132.467116
128,2855177.991299,303465.000000,220785.667798
256,3667157.451029,302819.000000,102998.411488
512,2898434.709768,286676.000000,59468.323888
1024,3658078.429589,299031.000000,289988.874290
2048,3031226.367346,301582.000000,690787.712169
4096,2970877.643321,304588.000000,401427.745786
8192,1902966.239613,238968.000000,375406.043940
16384,2224457.167521,206335.000000,1371202.727645
32768,2189331.614902,185978.000000,1641326.224703
65536,6770250.449118,301710.000000,6493289.721881
