frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1626777.247814,297406.000000,163.327891
4,1589282.301181,262635.000000,94270.092018
8,2217880.269557,286970.000000,14394.115360
16,2338049.879540,302795.000000,480.608989
32,3058957.152472,298854.000000,14399.577945
64,2046285.989353,293775.000000,16143.312021
128,2521050.740221,260733.000000,268508.851889
256,2007330.709848,277452.000000,25326.110025
512,3348892.588399,291521.000000,391842.882860
1024,3050960.495252,291845.000000,301922.299029
2048,3090988.995399,284270.000000,968582.388601
4096,3039680.087846,284235.000000,801140.958484
8192,2092127.386565,248550.000000,866769.683362
16384,299546.492685,60158.000000,0.000000
32768,3583456.362590,274071.000000,1370134.902694
65536,1882564.140309,179709.000000,571473.125238
