frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1822955.666678,295902.000000,46.669048
4,1906404.932164,284206.000000,148.633778
8,1655835.021219,274871.000000,27745.256189
16,958014.530947,226857.000000,416.418059
32,2238327.220258,299834.000000,1497.450834
64,2960204.237482,292422.000000,3196.179594
128,2621391.530051,305125.000000,7380.015921
256,2882424.414306,306919.000000,17628.861364
512,2901290.338653,304346.000000,322889.604092
1024,2232512.672739,290357.000000,403868.671263
2048,3213211.891964,284025.000000,254286.091653
4096,3719229.570566,301246.000000,526627.010363
8192,1328571.599161,227270.000000,256225.647699
16384,2093240.201346,279569.000000,621792.992646
32768,3801797.270236,278478.000000,575944.225163
65536,2305139.176043,181963.000000,1755697.732668
