frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2030749.681021,275400.000000,118.422971
4,1624890.364785,243836.000000,204.773045
8,1732799.789885,270041.000000,76.694198
16,1818007.248837,293024.000000,256.696319
32,1649460.341127,291227.000000,2471.643785
64,3099105.938390,298542.000000,268.540500
128,3749714.007096,301136.000000,269852.616791
256,1613499.582152,292606.000000,77174.412398
512,1635314.883681,286693.000000,28810.449684
1024,2898955.475044,297857.000000,89523.942658
2048,3281674.410383,271523.000000,474868.369341
4096,2769310.557794,304898.000000,472669.772493
8192,2522570.081587,287618.000000,555848.821781
16384,2920088.035238,214801.000000,1704703.854812
32768,2705101.778388,280184.000000,1362864.001587
65536,5256597.855260,283010.000000,3684803.161712
