frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,525510.236708,111300.000000,435.220634
4,1724757.838614,301713.000000,313.523524
8,2168857.086809,299509.000000,245.896320
16,1343301.738944,279448.000000,87.200917
32,1601459.461278,272673.000000,453.394971
64,2399131.337687,301765.000000,8435.111973
128,2305933.390024,289310.000000,11683.488606
256,1560256.289602,264390.000000,15133.828861
512,3587515.002894,294005.000000,574295.256435
1024,2249559.869130,295835.000000,269577.212253
2048,3826579.020551,298793.000000,596437.494924
4096,4344650.128320,293402.000000,1740527.597112
8192,4731782.726359,302849.000000,2184208.056659
16384,5154608.731580,296430.000000,3170190.911670
32768,1672622.819808,116145.000000,1639965.439252
65536,6496819.209290,300454.000000,6471353.740628
