frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1538728.964546,236772.000000,142.635900
4,1045993.944553,287109.000000,193.558777
8,1447239.754003,300279.000000,88.000000
16,1794936.843311,297464.000000,3076.158156
32,2703741.783544,302286.000000,1357.006632
64,2489766.003379,295707.000000,614.266229
128,2782367.702402,297365.000000,188257.868887
256,3410810.808047,298529.000000,207971.690634
512,2913281.946366,277945.000000,270336.675864
1024,3415823.938432,292049.000000,1039323.053359
2048,3206476.296949,300618.000000,865185.502205
4096,3310087.388852,295057.000000,813577.345643
8192,2390386.441871,216945.000000,386221.844302
16384,3796279.433658,297760.000000,1951050.200453
32768,2359653.310416,292157.000000,550848.680839
65536,4630382.669815,301055.000000,2373805.577808
