frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1417340.124407,265665.000000,224646.107816
4,1419471.842563,286780.000000,198.904500
8,2383405.078846,295622.000000,122.641755
16,1725809.501312,280322.000000,618.523241
32,1745939.387984,251893.000000,239.610100
64,2390944.093281,294970.000000,3067.139221
128,2424507.770033,298447.000000,10410.593643
256,2876917.014526,295113.000000,94818.748067
512,2031344.132110,290952.000000,282241.794582
1024,2207700.412956,291701.000000,59113.283558
2048,3043343.524120,293212.000000,497372.219565
4096,3501111.800265,255397.000000,578515.626197
8192,3601512.127190,297566.000000,1034293.076274
16384,2338663.049747,297793.000000,904663.754941
32768,2630277.995907,301962.000000,860663.207530
65536,1590558.560153,212122.000000,484931.522493
