frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1907788.329177,297400.000000,164.909066
4,1146356.778663,250030.000000,160.630010
8,1904656.657455,250245.000000,81103.052033
16,1116318.010490,210371.000000,426.171327
32,1633472.617511,294117.000000,3570.287523
64,2671854.124502,289651.000000,217376.121166
128,3057668.847789,299246.000000,321552.017709
256,2903595.998265,278184.000000,4440.816479
512,3337224.875779,297975.000000,322834.503125
1024,3325764.003088,290379.000000,252407.677070
2048,2920160.053622,301650.000000,180210.835138
4096,3001000.436635,296934.000000,156499.991058
8192,1275739.661356,179222.000000,402938.747416
16384,3463026.132318,204617.000000,2733986.049874
32768,3140667.496416,165781.000000,2984878.835645
65536,5450403.159492,290613.000000,4698040.652984
