frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,745008.140642,134170.000000,106.784830
4,2163560.362412,288688.000000,130.249760
8,2332383.173951,283485.000000,26049.003321
16,2067081.803307,299990.000000,623.732314
32,2247495.677233,297891.000000,43660.921039
64,2302305.923008,299557.000000,965.942027
128,2883432.944871,292098.000000,143928.475421
256,2901223.014968,294695.000000,111181.016797
512,2783468.485348,297979.000000,270180.383305
1024,3060601.972459,299842.000000,523724.863181
2048,2551929.563164,299881.000000,292413.898014
4096,3017151.264619,301563.000000,499567.157317
8192,1159489.982081,210021.000000,72981.854491
16384,3215431.957134,302031.000000,2002404.149028
32768,3756028.634150,293580.000000,3142650.858910
65536,3607620.668806,243283.000000,2714906.310680
