frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1206878.363809,224220.000000,20462.528290
4,2003124.802729,284060.000000,36888.275116
8,994224.231303,270302.000000,227.272964
16,1099886.223100,218886.000000,178.146008
32,2146047.163788,274554.000000,228850.547028
64,2137805.246139,293642.000000,14976.237077
128,2586187.273038,303578.000000,261692.157662
256,2752373.381815,300440.000000,355411.601607
512,3203335.771947,297352.000000,467908.281870
1024,2378133.369657,270447.000000,318726.512037
2048,2344348.388260,292710.000000,54579.338288
4096,2164049.798143,289516.000000,119596.570407
8192,873355.737472,200284.000000,489742.312986
16384,2265132.409326,303428.000000,1199321.060328
32768,3503730.114549,241414.000000,738388.355015
65536,5419687.999875,283422.000000,5338882.436228
