frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1026188.317128,215154.000000,903.342681
4,2004981.471599,283232.000000,250.263861
8,1665446.763286,280561.000000,180.022221
16,3010657.897573,299853.000000,148.094564
32,2379470.366846,289637.000000,333.060055
64,2466211.673072,283067.000000,11285.303895
128,2624190.136217,290374.000000,33754.868819
256,1717948.892601,295069.000000,47510.196758
512,3325866.588035,300500.000000,127363.260323
1024,2613266.980599,296645.000000,444331.250622
2048,3142756.907363,304392.000000,215398.543762
4096,2837709.224271,287589.000000,626666.824369
8192,3135843.431478,289440.000000,1090604.776135
16384,1306935.694452,194688.000000,521044.516537
32768,4513988.235407,274325.000000,2460576.696002
65536,5387784.661315,301888.000000,3913451.394388
