frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2340595.397473,300354.000000,160.477413
4,822788.612208,147509.000000,220.215803
8,1583348.477645,303772.000000,161.269960
16,2282814.441999,280244.000000,207.465660
32,1489705.414560,253908.000000,9435.398031
64,1535174.997042,246334.000000,1006.708001
128,3052738.568183,300609.000000,54994.564268
256,2854676.132153,301095.000000,282557.181091
512,2864398.092163,298018.000000,385749.513594
1024,2019135.005917,298891.000000,357391.240456
2048,3431055.990391,286437.000000,277682.681754
4096,1376164.857741,198572.000000,451735.727429
8192,4035910.269646,282809.000000,1695079.614075
16384,1871616.638599,247087.000000,1335739.921139
32768,4728667.999379,266127.000000,1367676.412213
65536,5902315.204396,237091.000000,5818531.852135
