frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2296603.645912,301030.000000,80.622577
4,1237097.117854,297818.000000,88.334591
8,1047800.740894,164737.000000,219.447032
16,1543585.146149,280576.000000,149510.539682
32,1952302.367327,289386.000000,18704.283012
64,3221396.494667,301344.000000,138452.138210
128,2830294.438014,292651.000000,93963.458701
256,3038190.354240,299194.000000,495482.054138
512,2378117.753191,292000.000000,259222.800598
1024,1835804.026529,288077.000000,103075.051424
2048,3579661.759239,303822.000000,712633.982401
4096,2159563.254222,280908.000000,566448.795277
8192,1002629.615158,171488.000000,335039.005605
16384,4208580.118512,289614.000000,1619440.424712
32768,2322048.459742,251701.000000,1052614.207516
65536,5029560.446336,283117.000000,4159614.462640
