frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,835248.679029,158047.000000,176.246986
4,1923139.551491,281214.000000,237.023206
8,2191624.128897,296394.000000,138.715536
16,3297408.897627,303691.000000,10767.426991
32,2274735.254307,300029.000000,7940.240299
64,2856215.169107,302526.000000,10848.388636
128,2566082.636210,292829.000000,313801.240033
256,2727130.486922,269644.000000,119790.506306
512,2626552.641520,296393.000000,548499.380667
1024,3080625.345537,299057.000000,269327.295379
2048,2518781.864337,291200.000000,245629.213220
4096,3349144.132201,298135.000000,716757.504653
8192,2146403.067421,250436.000000,675105.668035
16384,2504646.190296,225990.000000,1378889.648209
32768,2431283.445816,248121.000000,1705183.779756
65536,2313620.739621,194431.000000,1826066.415695
