frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1898262.102845,272042.000000,94.260278
4,1442390.391640,280905.000000,112.858318
8,1693153.665273,299755.000000,46063.172047
16,2024774.314909,298436.000000,414.368194
32,604163.863208,154189.000000,1961.918959
64,3170448.596848,303425.000000,14646.514432
128,2709188.371485,296724.000000,317.253842
256,3161997.204674,300607.000000,289822.444455
512,3369819.166420,300821.000000,182039.045941
1024,3491763.081539,296937.000000,232963.158321
2048,2249416.968244,258133.000000,232764.068905
4096,1527664.188783,303841.000000,320159.195300
8192,1588243.548151,253445.000000,284230.567406
16384,3142505.940090,233598.000000,763598.930888
32768,4424580.558995,274800.000000,2043878.450590
65536,590388.230925,108801.000000,0.000000
