frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1517762.964813,270285.000000,321.867985
4,1236730.859937,270978.000000,1916.280773
8,2123023.769623,298758.000000,4261.708578
16,2545023.644857,299411.000000,208517.107504
32,2637756.092415,299406.000000,36753.170176
64,2228980.480493,262149.000000,230119.320590
128,2236274.756358,300767.000000,49922.364547
256,2997578.768484,299104.000000,543730.131456
512,2727346.425476,294942.000000,285794.848913
1024,3328780.738741,297775.000000,284154.441765
2048,2977463.740872,282820.000000,700586.169469
4096,2468793.426972,221226.000000,467279.603319
8192,1962476.602802,218293.000000,296862.257217
16384,2493280.730972,242396.000000,571754.471509
32768,2684586.690147,257342.000000,651313.426560
65536,889529.161776,72290.000000,869681.231645
