frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1862147.664626,287991.000000,99.131226
4,915923.139052,194543.000000,258.373760
8,2501732.702548,278001.000000,2913.647885
16,2053526.709845,280533.000000,249.797918
32,2590544.374394,278114.000000,191.666377
64,2220501.474813,299452.000000,72745.832259
128,2395080.548988,297476.000000,99942.984776
256,2859989.719543,290174.000000,7335.189636
512,2802974.319114,279190.000000,240564.138439
1024,3394231.234820,292875.000000,291926.883291
2048,2535604.308655,262424.000000,933196.515107
4096,3159393.522790,240816.000000,373893.160999
8192,1800465.121474,272234.000000,326395.082117
16384,2472690.730212,300966.000000,1310599.606215
32768,1455402.287329,263664.000000,780266.943446
65536,5209773.216376,247251.000000,4210876.391862
