frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1665841.919631,238777.000000,98.270036
4,2547201.459430,288564.000000,57.201399
8,2016715.228428,280915.000000,1795.682600
16,2220496.463536,295983.000000,13584.667865
32,1963715.249851,299314.000000,812.683210
64,2283282.503530,292413.000000,1488.504955
128,2355155.397180,301475.000000,5859.364812
256,2876658.603613,299402.000000,244099.742820
512,2427523.233089,284859.000000,565451.165196
1024,2830169.772462,301433.000000,494374.422101
2048,2000528.674564,288787.000000,96238.922407
4096,2226964.792581,223078.000000,302775.431016
8192,1722278.580270,170130.000000,154461.072465
16384,887933.005148,134544.000000,668562.562120
32768,4682506.430659,301784.000000,2835116.622297
65536,3739569.244463,242077.000000,2410736.642982
