frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1471512.090556,228950.000000,206.903359
4,1651728.935980,299351.000000,118.920141
8,2051466.254160,292216.000000,190.402206
16,2505300.352395,294893.000000,151.185317
32,2677838.246156,279953.000000,2917.902329
64,2904530.123570,300838.000000,693.651209
128,1975199.991407,243793.000000,19143.365326
256,3443450.077636,287150.000000,482695.378956
512,3242626.436841,296327.000000,671589.674892
1024,2880375.905001,293651.000000,284337.306128
2048,3187609.860512,296674.000000,554349.399103
4096,1843917.695033,298487.000000,62795.672614
8192,2980101.365558,302875.000000,380299.771730
16384,1014556.419240,120029.000000,528753.445957
32768,3377131.708537,274286.000000,970856.168863
65536,1476426.453453,168731.000000,319018.001074
