frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,218143.578957,218143.578957,218143.578957,218143.578957,218143.578957,218143.578957
2,250022.481423,250022.481423,250022.481423,250022.481423,250022.481423,250022.481423
16,554856.303250,554856.303250,554856.303250,554856.303250,554856.303250,554856.303250
128,766644.359971,766644.359971,766644.359971,766644.359971,766644.359971,766644.359971
32,494190.978357,494190.978357,494190.978357,494190.978357,494190.978357,494190.978357
4,675231.048915,675231.048915,675231.048915,675231.048915,675231.048915,675231.048915
4096,1248494.935888,1248494.935888,1248494.935888,1248494.935888,1248494.935888,1248494.935888
64,901030.892459,901030.892459,901030.892459,901030.892459,901030.892459,901030.892459
512,1276527.596033,1276527.596033,1276527.596033,1276527.596033,1276527.596033,1276527.596033
2048,1391824.113813,1391824.113813,1391824.113813,1391824.113813,1391824.113813,1391824.113813
256,1183470.720114,1183470.720114,1183470.720114,1183470.720114,1183470.720114,1183470.720114
1024,1229767.277202,1229767.277202,1229767.277202,1229767.277202,1229767.277202,1229767.277202
8192,993790.452836,993790.452836,993790.452836,993790.452836,993790.452836,993790.452836
65536,1749938.824855,1749938.824855,1749938.824855,1749938.824855,1749938.824855,1749938.824855
16384,2179062.935539,2179062.935539,2179062.935539,2179062.935539,2179062.935539,2179062.935539
32768,3364506.393767,3364506.393767,3364506.393767,3364506.393767,3364506.393767,3364506.393767
