frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
4096,934177.571657,18746.000000,934177.571657,18746.000000,934177.571657,18746.000000,934177.571657,18746.000000,934177.571657,18746.000000,934177.571657,18746.000000
8192,726299.368144,12682.000000,726299.368144,12682.000000,726299.368144,12682.000000,726299.368144,12682.000000,726299.368144,12682.000000,726299.368144,12682.000000
512,1016883.478159,17814.000000,1016883.478159,17814.000000,1016883.478159,17814.000000,1016883.478159,17814.000000,1016883.478159,17814.000000,1016883.478159,17814.000000
32768,309670.695191,10513.000000,309670.695191,10513.000000,309670.695191,10513.000000,309670.695191,10513.000000,309670.695191,10513.000000,309670.695191,10513.000000
32,378606.169272,7875.000000,378606.169272,7875.000000,378606.169272,7875.000000,378606.169272,7875.000000,378606.169272,7875.000000,378606.169272,7875.000000
4,746421.892133,13401.000000,746421.892133,13401.000000,746421.892133,13401.000000,746421.892133,13401.000000,746421.892133,13401.000000,746421.892133,13401.000000
16,407707.397078,8486.000000,407707.397078,8486.000000,407707.397078,8486.000000,407707.397078,8486.000000,407707.397078,8486.000000,407707.397078,8486.000000
256,1454833.187694,24534.000000,1454833.187694,24534.000000,1454833.187694,24534.000000,1454833.187694,24534.000000,1454833.187694,24534.000000,1454833.187694,24534.000000
2,301535.586999,7438.000000,301535.586999,7438.000000,301535.586999,7438.000000,301535.586999,7438.000000,301535.586999,7438.000000,301535.586999,7438.000000
1024,703160.187334,16613.000000,703160.187334,16613.000000,703160.187334,16613.000000,703160.187334,16613.000000,703160.187334,16613.000000,703160.187334,16613.000000
64,960054.840876,15312.000000,960054.840876,15312.000000,960054.840876,15312.000000,960054.840876,15312.000000,960054.840876,15312.000000,960054.840876,15312.000000
16384,943145.417232,16320.000000,943145.417232,16320.000000,943145.417232,16320.000000,943145.417232,16320.000000,943145.417232,16320.000000,943145.417232,16320.000000
128,1023306.962756,16426.000000,1023306.962756,16426.000000,1023306.962756,16426.000000,1023306.962756,16426.000000,1023306.962756,16426.000000,1023306.962756,16426.000000
8,755947.493303,11199.000000,755947.493303,11199.000000,755947.493303,11199.000000,755947.493303,11199.000000,755947.493303,11199.000000,755947.493303,11199.000000
2048,730368.745293,11127.000000,730368.745293,11127.000000,730368.745293,11127.000000,730368.745293,11127.000000,730368.745293,11127.000000,730368.745293,11127.000000
65536,2178759.822138,30251.000000,2178759.822138,30251.000000,2178759.822138,30251.000000,2178759.822138,30251.000000,2178759.822138,30251.000000,2178759.822138,30251.000000
