frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
16,261974.757133,6057.000000,262380.649117,6057.000000,261974.757133,6057.000000,261974.757133,6057.000000,261974.757133,6057.000000,261974.757133,6057.000000
65536,1590571.466272,42770.000000,1590571.466272,42770.000000,1590571.466272,42770.000000,1590571.466272,42770.000000,1590571.466272,42770.000000,1590571.466272,42770.000000
4,409069.580993,7462.000000,409174.983863,7462.000000,409069.580993,7462.000000,409069.580993,7462.000000,409069.580993,7462.000000,409069.580993,7462.000000
8,755871.832197,13178.000000,755877.652248,13178.000000,755871.832197,13178.000000,755871.832197,13178.000000,755871.832197,13178.000000,755871.832197,13178.000000
2,482312.748980,7684.000000,482301.460302,7684.000000,482312.748980,7684.000000,482312.748980,7684.000000,482312.748980,7684.000000,482312.748980,7684.000000
512,1027149.384044,15101.000000,1021309.053031,17452.000000,1027149.384044,15101.000000,1027149.384044,15101.000000,1027149.384044,15101.000000,1027149.384044,15101.000000
1024,565724.007484,10658.000000,565788.594629,10658.000000,565724.007484,10658.000000,565724.007484,10658.000000,565724.007484,10658.000000,565724.007484,10658.000000
256,883513.063066,17024.000000,882653.016290,17024.000000,883513.063066,17024.000000,883513.063066,17024.000000,883513.063066,17024.000000,883513.063066,17024.000000
32,771772.626519,12845.000000,771772.626519,12845.000000,771772.626519,12845.000000,771772.626519,12845.000000,771772.626519,12845.000000,771772.626519,12845.000000
2048,1066834.437653,16459.000000,1062439.028837,18048.000000,1066253.639623,16459.000000,1066834.437653,16459.000000,1066834.437653,16459.000000,1066834.437653,16459.000000
64,1156066.161994,21136.000000,1156066.161994,21136.000000,1156066.161994,21136.000000,1156066.161994,21136.000000,1156066.161994,21136.000000,1156066.161994,21136.000000
4096,1719359.888258,30911.000000,1719359.888258,30911.000000,1719359.888258,30911.000000,1719359.888258,30911.000000,1719359.888258,30911.000000,1719359.888258,30911.000000
128,1339328.370437,23508.000000,1339328.370437,23508.000000,1339328.370437,23508.000000,1339328.370437,23508.000000,1339328.370437,23508.000000,1339328.370437,23508.000000
8192,1227607.391257,19389.000000,1206239.633016,24760.000000,1226766.371417,19389.000000,1227607.391257,19389.000000,1227607.391257,19389.000000,1227607.391257,19389.000000
16384,2312152.005281,32853.000000,2276449.837260,37495.000000,2312152.005281,32853.000000,2312152.005281,32853.000000,2312152.005281,32853.000000,2312152.005281,32853.000000
32768,1929367.412932,36612.000000,1923612.221438,36612.000000,1929367.412932,36612.000000,1929367.412932,36612.000000,1929367.412932,36612.000000,1929367.412932,36612.000000
