frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,372138.526987,372138.526987,372138.526987,372138.526987,372138.526987,372138.526987
4,535873.156032,539288.997919,539288.997919,539288.997919,539288.997919,539288.997919
32,661097.111856,663429.329548,668637.034712,668637.034712,668637.034712,668637.034712
64,889790.213694,903858.160767,903858.160767,903858.160767,903858.160767,903858.160767
16,678019.979149,683385.145689,683508.188636,683508.188636,683514.211872,683508.188636
128,801590.992242,811447.071326,811447.071326,811447.071326,811447.071326,811447.071326
1024,1025793.482160,1051609.226757,1051609.226757,1051609.226757,1051610.357278,1051609.226757
512,1002745.326601,1031325.829036,1034170.001356,1034170.001356,1034170.001356,1034170.001356
32768,1285370.764149,1347328.930992,1351682.545921,1351682.545921,1351682.545921,1351679.386666
4096,1239099.337749,1253063.272213,1278645.238421,1278645.238421,1278655.635456,1278645.238421
8,1160959.883980,1167761.017558,1167761.017558,1167761.017558,1167761.017558,1167761.017558
8192,1610777.444312,1643587.204486,1645611.891094,1645611.891094,1645527.224366,1645611.891094
2048,1419168.016274,1456316.748963,1456316.748963,1456316.748963,1456316.748963,1456316.748963
256,1469161.914724,1493403.969926,1495919.570295,1495919.570295,1495919.570295,1495919.570295
16384,2028633.495841,2032018.144566,2032018.144566,2032018.144566,2031899.019956,2032018.144566
65536,1919419.533953,1946866.530977,1946866.530977,1946423.184238,1946423.184238,1946866.530977
