frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32,564088.621981,564088.621981,564088.621981,564088.621981,564088.621981,564088.621981
8,401757.012979,401757.012979,401757.012979,401757.012979,401757.012979,401757.012979
4,542792.546810,542792.546810,542792.546810,542792.546810,542792.546810,542792.546810
16,574589.141641,574589.141641,574589.141641,574589.141641,574589.141641,574589.141641
64,707381.035333,707381.035333,707381.035333,707381.035333,707381.035333,707381.035333
8192,824910.813369,825089.171382,825089.171382,825089.171382,825089.171382,825089.171382
1024,952554.440403,952554.440403,952554.440403,952554.440403,952554.440403,952554.440403
2,722966.074187,722966.074187,722966.074187,722966.074187,722966.074187,722966.074187
256,907352.770876,907352.770876,907352.770876,907352.770876,907352.770876,907352.770876
128,897007.885966,897007.885966,897007.885966,897007.885966,897007.885966,897007.885966
4096,1210695.674354,1210695.674354,1210695.674354,1210695.674354,1210695.674354,1210695.674354
2048,1218155.764475,1218155.764475,1218155.764475,1218155.764475,1218155.764475,1218155.764475
32768,1750760.477833,1750760.477833,1750760.477833,1750760.477833,1750760.477833,1750760.477833
512,1515201.170274,1515201.170274,1515201.170274,1515201.170274,1515201.170274,1515201.170274
16384,2449247.209589,2449247.209589,2449247.209589,2449247.209589,2449247.209589,2449247.209589
65536,2849603.364732,2849603.364732,2849603.364732,2849603.364732,2849603.364732,2849603.364732
