frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,390384.566631,392258.615272,392258.615272,392310.559301,392310.559301,392258.615272
2,436827.775695,436960.563594,436963.102373,436963.102373,436963.102373,436960.563594
65536,693912.389845,702394.280469,701864.476096,701864.476096,701864.476096,701864.476096
4,687695.687738,688097.419035,688097.419035,688097.419035,688097.419035,688097.419035
16,707217.185843,708583.393220,708583.393220,708583.393220,708583.393220,708583.393220
32,826692.887934,826692.887934,826692.887934,826692.887934,826692.887934,826692.887934
256,793388.730129,806119.608570,806138.142155,806138.142155,806134.607698,806119.608570
1024,1261012.337335,1274781.773862,1274781.773862,1274781.773862,1274781.773862,1274773.393406
64,1064285.220867,1072783.465712,1072783.465712,1072787.581954,1072787.581954,1072783.465712
2048,1117308.413874,1132537.159732,1132537.159732,1138070.873359,1138070.873359,1138070.873359
32768,1147738.929514,1174248.515546,1174248.515546,1174248.515546,1174248.515546,1174248.515546
128,1292947.419089,1296994.273887,1296994.273887,1297003.111797,1297003.111797,1296994.273887
512,1169894.321496,1185420.274815,1185420.274815,1185420.274815,1185420.274815,1185420.274815
8192,1602725.717564,1625794.957930,1635682.305539,1635682.305539,1653185.996126,1653162.573494
16384,1771551.496893,1825104.823743,1827366.710075,1827366.710075,1827292.280855,1827366.710075
4096,2842360.574563,2842472.852896,2878312.783016,2878201.902795,2878201.902795,2878312.783016
