frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,350334.593450,350334.593450,350334.593450,350334.593450,350334.593450,350334.593450
2,451304.553050,451130.743218,451130.743218,451130.743218,451130.743218,451130.743218
16,520926.007681,520926.007681,520926.007681,520926.007681,520926.007681,520926.007681
128,936335.038500,936335.038500,936335.038500,936335.038500,936335.038500,936335.038500
256,788228.540434,788228.540434,788228.540434,788228.540434,788228.540434,788228.540434
4,535747.373193,535747.373193,535747.373193,535747.373193,535747.373193,535747.373193
64,863882.743878,863882.743878,863882.743878,863882.743878,863882.743878,863882.743878
32768,750645.391901,750645.391901,750645.391901,750645.391901,750645.391901,750645.391901
32,1090362.518422,1090362.518422,1090362.518422,1090362.518422,1090362.518422,1090362.518422
512,1304129.327485,1304129.327485,1304129.327485,1304129.327485,1304129.327485,1304129.327485
1024,1278413.017537,1278413.017537,1278413.017537,1278413.017537,1278413.017537,1278413.017537
65536,1119411.289995,1119411.289995,1119411.289995,1119411.289995,1119411.289995,1119411.289995
2048,1515736.894657,1515736.894657,1515736.894657,1515736.894657,1515736.894657,1515736.894657
4096,1519684.686210,1525165.134240,1525165.134240,1525165.134240,1525165.134240,1525165.134240
8192,1363295.709007,1363295.709007,1363295.709007,1363295.709007,1363295.709007,1363295.709007
16384,1934559.291726,1934226.677487,1934226.677487,1934226.677487,1934252.058555,1934226.677487
