frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
4,287119.377350,286821.528760,286677.952832,286677.952832,286751.406739,286677.952832
4096,522776.609999,529907.553799,532216.347743,535391.618385,535391.618385,535331.714968
2,496888.250590,497404.168406,499267.089324,499337.712281,499654.355449,499267.089324
32,690430.260001,701775.150055,702820.568011,702852.018224,702852.018224,702820.568011
8,664077.072756,664963.517305,664963.517305,664963.517305,664963.517305,664963.517305
16,1053725.444403,1056161.438215,1056161.438215,1056161.438215,1056152.342558,1056161.438215
32768,945784.692954,973740.483718,973730.550141,973761.970943,973761.970943,973760.591810
512,781242.016688,788367.897111,788367.897111,788367.897111,788367.897111,788367.897111
256,1080670.533916,1085534.272819,1085534.272819,1085534.272819,1085534.272819,1085534.272819
128,1320611.269158,1333702.950383,1335455.090801,1335455.090801,1335455.090801,1335455.090801
64,1117526.822911,1120772.869970,1120772.869970,1120772.869970,1120772.869970,1120772.869970
2048,1521434.739167,1539213.503193,1539676.411977,1539676.411977,1539676.411977,1539676.411977
8192,1060278.752287,1065210.683356,1065210.683356,1065210.683356,1063783.616696,1065210.932376
65536,814659.181840,844176.801879,844179.327473,844179.327473,841453.231239,844179.327473
16384,1523223.987008,1540958.580403,1540958.580403,1550405.904262,1550406.074471,1550405.904262
1024,1680654.045720,1700382.313631,1700382.313631,1700382.313631,1700382.313631,1700382.313631
