frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
2,431689.036291,8381.000000,431081.286873,8381.000000,431689.036291,8381.000000,431689.036291,8381.000000,431689.036291,8381.000000,431689.036291,8381.000000
8,524729.628289,8623.000000,524771.606478,8623.000000,524729.628289,8623.000000,524729.628289,8623.000000,524729.628289,8623.000000,524729.628289,8623.000000
4,563428.710814,12369.000000,563428.710814,12369.000000,563428.710814,12369.000000,563428.710814,12369.000000,563428.710814,12369.000000,563428.710814,12369.000000
32,656461.373281,10475.000000,656461.373281,10475.000000,656461.373281,10475.000000,656461.373281,10475.000000,656461.373281,10475.000000,656461.373281,10475.000000
64,848336.619712,15853.000000,848336.619712,15853.000000,848336.619712,15853.000000,848336.619712,15853.000000,848336.619712,15853.000000,848336.619712,15853.000000
1024,625558.005705,11527.000000,625558.005705,11527.000000,625558.005705,11527.000000,625558.005705,11527.000000,625558.005705,11527.000000,625558.005705,11527.000000
4096,456684.952108,11379.000000,457092.436742,11379.000000,456684.952108,11379.000000,456684.952108,11379.000000,456684.952108,11379.000000,456684.952108,11379.000000
128,1287255.604635,22992.000000,1286408.960990,22992.000000,1287255.604635,22992.000000,1287255.604635,22992.000000,1287255.604635,22992.000000,1287255.604635,22992.000000
8192,599984.390252,12930.000000,599077.133979,12930.000000,599984.390252,12930.000000,599984.390252,12930.000000,599984.390252,12930.000000,599984.390252,12930.000000
16,999867.723439,16758.000000,999867.723439,16758.000000,999867.723439,16758.000000,999867.723439,16758.000000,999867.723439,16758.000000,999867.723439,16758.000000
2048,1186123.923833,25080.000000,1183055.222666,25080.000000,1186194.735506,25080.000000,1186123.923833,25080.000000,1186123.923833,25080.000000,1186123.923833,25080.000000
512,1176541.312682,20636.000000,1164279.688494,23376.000000,1176541.312682,20636.000000,1176541.312682,20636.000000,1176541.312682,20636.000000,1176541.312682,20636.000000
32768,1041876.622832,20528.000000,1024454.815662,22795.000000,1041876.622832,20528.000000,1041876.622832,20528.000000,1041876.622832,20528.000000,1041876.622832,20528.000000
256,1496646.982568,26747.000000,1496646.982568,26747.000000,1496646.982568,26747.000000,1496646.982568,26747.000000,1496646.982568,26747.000000,1496646.982568,26747.000000
16384,1699331.793509,26456.000000,1670397.453378,27349.000000,1699331.793509,26456.000000,1699331.793509,26456.000000,1699331.793509,26456.000000,1699331.793509,26456.000000
65536,5070123.548163,89972.000000,4968365.414330,89972.000000,5070123.548163,89972.000000,5070123.548163,89972.000000,5070123.548163,89972.000000,5070123.548163,89972.000000
