frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
65536,230175.300573,230175.300573,230175.300573,230175.300573,230175.300573,230175.300573
8,140565.265838,140565.265838,140565.265838,140565.265838,140565.265838,140565.265838
32,649931.796955,649931.796955,649931.796955,649931.796955,649931.796955,649931.796955
4,664739.019833,664739.019833,664739.019833,664739.019833,664739.019833,664739.019833
16,582134.029354,582134.029354,582134.029354,582134.029354,582134.029354,582134.029354
2,626514.367077,626514.367077,626514.367077,626514.367077,626514.367077,626514.367077
128,873581.231341,873581.231341,873581.231341,873581.231341,873581.231341,873581.231341
64,960498.789358,960498.789358,960498.789358,960498.789358,960498.789358,960498.789358
256,992927.154363,992927.154363,992927.154363,992927.154363,992927.154363,992927.154363
8192,1160356.038106,1160356.038106,1160356.038106,1160356.038106,1160356.038106,1160356.038106
4096,950503.350124,950503.350124,950503.350124,950503.350124,950503.350124,950503.350124
512,1467932.701178,1467932.701178,1467932.701178,1467932.701178,1467932.701178,1467932.701178
2048,1210894.768365,1210894.768365,1210894.768365,1210894.768365,1210894.768365,1210894.768365
1024,1357787.144202,1357787.144202,1357787.144202,1357787.144202,1357787.144202,1357787.144202
32768,1181274.570506,1181274.570506,1181274.570506,1181274.570506,1181274.570506,1181274.570506
16384,2712241.509880,2712241.509880,2712241.509880,2712241.509880,2712241.509880,2712241.509880
