frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
1024,1042690.785800,17683.000000,1037746.832210,19909.000000,1039368.399853,19197.000000,1042690.785800,17683.000000,1042690.785800,17683.000000,1042690.785800,17683.000000
65536,831364.490624,19827.000000,830589.968863,19827.000000,831128.384593,19827.000000,831364.490624,19827.000000,831364.490624,19827.000000,831364.490624,19827.000000
2048,1086323.982676,15913.000000,1084064.603086,15966.000000,1086323.982676,15913.000000,1086323.982676,15913.000000,1086323.982676,15913.000000,1086323.982676,15913.000000
32,375874.498540,8193.000000,375041.174805,8500.000000,375874.498540,8193.000000,375874.498540,8193.000000,375874.498540,8193.000000,375874.498540,8193.000000
32768,1630624.771325,37092.000000,1627296.976009,37092.000000,1630451.316502,37092.000000,1630624.771325,37092.000000,1630624.771325,37092.000000,1630624.771325,37092.000000
4,428644.442681,7591.000000,426923.748431,13909.000000,428644.442681,7591.000000,428644.442681,7591.000000,428644.442681,7591.000000,428644.442681,7591.000000
8,530463.683404,10499.000000,529397.897551,10499.000000,530464.497563,10499.000000,530463.683404,10499.000000,530463.683404,10499.000000,530463.683404,10499.000000
256,1081053.804132,20295.000000,1074298.894857,20295.000000,1081053.804132,20295.000000,1081053.804132,20295.000000,1081053.804132,20295.000000,1081053.804132,20295.000000
64,672730.721943,14011.000000,672759.607753,14011.000000,672730.721943,14011.000000,672730.721943,14011.000000,672730.721943,14011.000000,672730.721943,14011.000000
128,655519.402885,11788.000000,655101.353298,11788.000000,655519.402885,11788.000000,655519.402885,11788.000000,655519.402885,11788.000000,655519.402885,11788.000000
512,1176108.183638,19124.000000,1168076.475752,19443.000000,1173416.322924,19443.000000,1176108.183638,19124.000000,1176108.183638,19124.000000,1176108.183638,19124.000000
2,596074.568102,9496.000000,593817.383559,10603.000000,596074.568102,9496.000000,596074.568102,9496.000000,596074.568102,9496.000000,596074.568102,9496.000000
4096,2227609.081975,38256.000000,2206663.780367,38256.000000,2227609.081975,38256.000000,2227609.081975,38256.000000,2227609.081975,38256.000000,2227609.081975,38256.000000
16384,792613.411953,17026.000000,791330.320683,17026.000000,791841.709037,17026.000000,792613.411953,17026.000000,792613.411953,17026.000000,792613.411953,17026.000000
16,828812.907051,14897.000000,828257.193020,14897.000000,828812.907051,14897.000000,828812.907051,14897.000000,828812.907051,14897.000000,828812.907051,14897.000000
8192,1635667.373930,28137.000000,1619077.199026,28137.000000,1635667.373930,28137.000000,1635667.373930,28137.000000,1635667.373930,28137.000000,1635667.373930,28137.000000
