frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,282702.609107,282411.575420,282411.575420,282411.575420,282411.575420,282411.575420
8,504730.424317,505608.974945,505608.974945,505608.974945,505608.974945,505608.974945
4,378066.596939,377909.649079,377909.649079,377909.649079,377909.649079,377909.649079
128,666669.741805,666669.741805,666669.741805,666669.741805,666669.741805,666669.741805
32,812300.150857,812262.962540,812262.962540,812262.962540,812262.962540,812262.962540
16,767180.121869,767180.121869,767180.121869,767180.121869,767180.121869,767180.121869
32768,805628.699533,807760.226655,807760.221639,807760.221639,807760.221639,807760.221639
4096,673195.401531,673170.154747,673170.154747,673170.154747,673170.154747,673170.154747
256,1213643.963040,1215866.111699,1215866.111699,1215866.111699,1215866.111699,1215866.111699
2048,1280458.300162,1290084.427989,1290084.427989,1290084.427989,1290084.427989,1290084.427989
512,1204824.058334,1208468.038314,1208468.038314,1208468.038314,1208468.038314,1208468.038314
1024,1161792.535512,1161773.111684,1161773.111684,1161792.535512,1161792.535512,1161773.111684
16384,961788.329380,967438.001281,967438.001281,967438.001281,967438.001281,967438.001281
65536,2772186.072125,2805190.437380,2805190.641334,2805190.641334,2805190.641334,2805190.437380
64,1261376.499749,1267699.482220,1267699.482220,1267699.482220,1267699.482220,1267699.482220
8192,1993024.428610,2001862.605058,2001862.605058,2001862.605058,2001862.605058,2001862.605058
