frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
4,382028.707408,382028.707408,382028.707408,382028.707408,382028.707408,382028.707408
2,523599.562941,523599.562941,523599.562941,523599.562941,523599.562941,523599.562941
32768,1253387.961058,1253387.961058,1253387.961058,1253387.961058,1253387.961058,1253387.961058
64,553385.846823,553385.846823,553385.846823,553385.846823,553385.846823,553385.846823
16,729729.537175,729729.537175,729729.537175,729729.537175,729729.537175,729729.537175
8,645840.292269,645840.292269,645840.292269,645840.292269,645840.292269,645840.292269
8192,1099707.494693,1099707.494693,1099707.494693,1099707.494693,1099707.494693,1099707.494693
512,694541.679211,694541.679211,694541.679211,694541.679211,694541.679211,694541.679211
2048,607449.152762,607396.844885,607396.844885,607396.844885,607396.844885,607396.844885
4096,1041500.342682,1041768.183082,1041768.183082,1041768.183082,1041768.183082,1041768.183082
32,751159.581603,751159.581603,751159.581603,751159.581603,751159.581603,751159.581603
128,1009615.263269,1009615.263269,1009615.263269,1009615.263269,1009615.263269,1009615.263269
256,1289573.715903,1289573.715903,1289573.715903,1289573.715903,1289573.715903,1289573.715903
1024,1141000.696532,1141000.696532,1141000.696532,1141000.696532,1141000.696532,1141000.696532
16384,2420668.307478,2420668.307478,2420668.307478,2420668.307478,2420668.307478,2420668.307478
65536,1899027.416384,1899027.416384,1899027.416384,1899027.416384,1899027.416384,1899027.416384
