frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,195949.753848,195949.753848,195949.753848,195949.753848,195949.753848,195949.753848
32,664321.889749,664321.889749,664321.889749,664321.889749,664321.889749,664321.889749
2,548499.387216,549599.837323,549599.837323,549599.837323,549599.837323,549599.837323
128,689589.106608,689589.106608,689589.106608,689589.106608,689589.106608,689589.106608
4,800600.035728,800600.035728,800600.035728,800600.035728,800600.035728,800600.035728
1024,866931.403241,876902.774870,877882.097740,877882.097740,877882.097740,877882.097740
256,997403.386513,999680.556756,999680.556756,999680.556756,999680.556756,999680.556756
4096,1075458.394739,1083985.110548,1088461.385011,1088461.385011,1088461.385011,1088461.385011
64,937199.793240,939027.325205,939027.325205,939027.325205,939027.325205,939027.325205
16,894687.475772,895845.993768,895845.993768,895845.993768,895845.993768,895845.993768
16384,1643234.698553,1694760.325923,1694760.325923,1694760.325923,1694704.784943,1694760.325923
2048,1270590.002006,1272607.407550,1272607.407550,1272607.407550,1272650.501567,1272607.407550
8192,988136.523312,990901.950953,996278.984840,996278.984840,996278.984840,996278.984840
512,1274078.019806,1279108.721870,1279108.721870,1279108.721870,1279108.721870,1279108.721870
32768,1638921.995603,1640623.054175,1638784.473737,1639455.707003,1639455.707003,1639455.707003
65536,2337368.238408,2338796.046735,2338796.046735,2338796.046735,2338796.046735,2338796.046735
