frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
65536,620777.970032,620777.878862,620777.878862,620777.878862,620777.878862,620777.878862
32,617604.041459,617604.041459,617604.041459,617604.041459,617604.041459,617604.041459
4,445528.968005,445528.968005,445528.968005,445528.968005,445528.968005,445528.968005
8,650357.646551,650357.646551,650357.646551,650357.646551,650357.646551,650357.646551
8192,720834.619074,720834.619074,720834.619074,720834.619074,720834.619074,720834.619074
2,562628.958415,562628.958415,562628.958415,562628.958415,562628.958415,562628.958415
256,616774.957459,616774.957459,616774.957459,616774.957459,616774.957459,616774.957459
2048,819002.878777,819002.878777,819002.878777,819002.878777,819002.878777,819002.878777
16,964035.311887,963931.343765,963931.343765,963931.343765,963931.343765,963931.343765
64,988604.346286,988996.574367,988996.574367,988996.574367,988996.574367,988996.574367
128,1151176.831878,1151176.831878,1151176.831878,1151176.831878,1151176.831878,1151176.831878
4096,844381.530632,844828.586967,844828.586967,844828.586967,844828.586967,844828.586967
512,1174352.325846,1174352.325846,1174352.325846,1174352.325846,1174352.325846,1174352.325846
16384,1698591.945060,1698591.945060,1698591.945060,1698591.945060,1698591.945060,1698591.945060
1024,1387641.035629,1387641.035629,1387641.035629,1387641.035629,1387641.035629,1387530.560647
32768,3505668.755629,3505668.755629,3505668.755629,3505668.755629,3505668.755629,3505668.755629
