frequency,Dynamic_njobs25_mode0_L2_norm_flow_time,Dynamic_njobs25_mode0_maximum_flow_time,Dynamic_njobs25_mode1_L2_norm_flow_time,Dynamic_njobs25_mode1_maximum_flow_time,Dynamic_njobs25_mode2_L2_norm_flow_time,Dynamic_njobs25_mode2_maximum_flow_time,Dynamic_njobs25_mode4_L2_norm_flow_time,Dynamic_njobs25_mode4_maximum_flow_time,Dynamic_njobs25_mode8_L2_norm_flow_time,Dynamic_njobs25_mode8_maximum_flow_time,Dynamic_njobs25_mode16_L2_norm_flow_time,Dynamic_njobs25_mode16_maximum_flow_time
2,417803.890875,6839.000000,418031.087139,15111.000000,403414.868997,9076.000000,415061.216649,8008.000000,417803.890875,6839.000000,417803.890875,6839.000000
4,238627.580692,4269.000000,239963.745110,9302.000000,233367.189650,7628.000000,236686.629020,5674.000000,238301.560859,4269.000000,238627.580692,4269.000000
65536,508249.101690,16054.000000,491384.454506,21282.000000,470057.953708,16054.000000,483356.368546,16054.000000,497838.135999,16054.000000,508249.101690,16054.000000
16,946683.030213,17255.000000,939471.356247,27626.000000,891911.702078,18060.000000,936161.778512,17255.000000,946683.030213,17255.000000,946683.030213,17255.000000
64,911896.662516,14638.000000,893696.641240,21652.000000,862302.443215,14727.000000,906818.405790,14638.000000,910724.667146,14638.000000,911896.662516,14638.000000
32,764951.013221,12537.000000,760985.103243,21851.000000,723676.691066,15885.000000,744312.127278,22247.000000,764951.013221,12537.000000,764951.013221,12537.000000
128,997208.976054,19907.000000,984625.949635,30423.000000,932295.236758,20832.000000,974225.516468,19907.000000,997208.976054,19907.000000,997208.976054,19907.000000
8,725072.986875,10662.000000,717156.361102,19341.000000,691508.477816,14625.000000,712778.315172,11789.000000,725072.986875,10662.000000,725072.986875,10662.000000
512,1305437.204005,23336.000000,1280347.848338,30433.000000,1224348.827954,24694.000000,1265240.993587,23336.000000,1294459.587062,23336.000000,1305437.204005,23336.000000
1024,937388.349241,16944.000000,941325.057745,27573.000000,880974.210393,18846.000000,901879.184793,16944.000000,937388.612280,16944.000000,937388.349241,16944.000000
256,1078886.597503,18473.000000,1104054.537994,35182.000000,1019337.666159,21689.000000,1054981.994219,18473.000000,1078886.597503,18473.000000,1078886.597503,18473.000000
16384,1842351.985940,30949.000000,1883863.239260,79434.000000,1757199.433939,67082.000000,1739150.923880,33819.000000,1810680.758528,30961.000000,1842351.985940,30949.000000
2048,1186015.050580,19909.000000,1209614.093787,55187.000000,1122614.662419,37993.000000,1126812.585290,37288.000000,1164776.078643,19909.000000,1186015.050580,19909.000000
32768,1656004.624879,25634.000000,1632419.327377,54511.000000,1546397.447178,51421.000000,1578924.583547,49032.000000,1630123.582928,26261.000000,1655424.311946,25634.000000
8192,1794327.121172,30004.000000,1785739.136239,46040.000000,1692056.960455,33174.000000,1712012.428783,31697.000000,1760059.961496,30004.000000,1769911.166115,30004.000000
4096,2536001.060962,40856.000000,2511273.161255,64873.000000,2379559.857654,45908.000000,2449221.284517,40856.000000,2521772.541959,40856.000000,2536001.060962,40856.000000
